Codice ISTAT del Comune,Comune,Regione,Provincia,Cluster_popolazione ,CAPOFILA,TIPOLOGIA ASSOCIAZIONE,PIATTAFORMA FRONT OFFICE,PIATTAFORMA BACK OFFICE,lng,lat
15012,BAREGGIO,Lombardia,MI, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,99381888","45,47645894"
17012,BARGHE,Lombardia,BS, <5.000 ab.,COMUNITA' MONTANA VALLE SABBIA,SUAP Associato,I1G,I1G,"10,40612722","45,67799548"
16020,BARIANO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,70701505","45,51477813"
12093,LUVINATE,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,77246432","45,83955502"
108005,BARLASSINA,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,13050805","45,65611701"
13015,BARNI,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,26396688","45,91087559"
97005,BARZAGO,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,31649287","45,7552173"
16021,BARZANA,Lombardia,BG, <5.000 ab.,SUAP associato camerale,SUAP Associato,I1G,I1G,"9,56703564","45,73364503"
97006,BARZANO',Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,31677649","45,73463917"
97007,BARZIO,Lombardia,LC, <5.000 ab.,COMUNITA' MONTANA DELLA VALSASSINA VALVARRONE VAL D'ESINO E RIVIERA,SUAP Associato,I1G,I1G,"9,46834431","45,94646921"
18009,BASCAPE',Lombardia,PV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,31542149","45,30464405"
15015,BASIGLIO,Lombardia,MI, <5.000 ab.,Comune di GAGGIANO,SUAP Associato,I1G,I1G,"9,1614742","45,36271707"
12104,MONVALLE,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,63204654","45,85759299"
18011,BASTIDA PANCARANA,Lombardia,PV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,0915536","45,08630345"
18012,BATTUDA,Lombardia,PV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,07740762","45,27357591"
12010,BEDERO VALCUVIA,Lombardia,VA, <5.000 ab.,COMUNITA' MONTANA PIAMBELLO,SUAP Associato,I1G,I1G,"8,79441299","45,91263579"
17014,BEDIZZOLE,Lombardia,BS, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,42277837","45,51035884"
16022,BEDULITA,Lombardia,BG, <5.000 ab.,COMUNITA? MONTANA VALLE IMAGNA,SUAP Associato,I1G,I1G,"9,55092365","45,79064007"
18013,BELGIOIOSO,Lombardia,PV, <5.000 ab.,Comune di BELGIOIOSO,SUAP Associato,I1G,I1G,"9,31602643","45,16273674"
13250,BELLAGIO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,2459","45,9627"
97008,BELLANO,Lombardia,LC, <5.000 ab.,COMUNITA' MONTANA VALSASSINA VALVARRONE VAL D'ESINO E RIVIERA,SUAP Associato,I1G,I1G,"9,30276896","46,04329184"
15016,BELLINZAGO LOMBARDO,Lombardia,MI, <5.000 ab.,Comune di POZZUOLO MARTESANA,SUAP Associato,I1G,I1G,"9,44597053","45,54083028"
12116,RANCO,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,57472943","45,79845478"
108006,BELLUSCO,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,41779202","45,61856248"
12118,SAMARATE,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,78259875","45,63092833"
12119,SARONNO,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,03640459","45,62373958"
14006,BEMA,Lombardia,SO, <5.000 ab.,Comunità Montana Valtellina di Morbegno,SUAP Associato,I1G,I1G,"9,56456455","46,10831825"
13021,BENE LARIO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,18360351","46,0286252"
16023,BERBENNO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,56832347","45,81171214"
14007,BERBENNO DI VALTELLINA,Lombardia,SO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,74318959","46,16872282"
13022,BEREGAZZO CON FIGLIARO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,9508768","45,77587949"
12125,TAINO,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,61659007","45,76498844"
18014,BEREGUARDO,Lombardia,PV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,02449546","45,25744652"
108007,BERNAREGGIO,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,40567521","45,65003338"
12128,TRAVEDONA-MONATE,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,67726088","45,80570507"
98002,BERTONICO,Lombardia,LO, <5.000 ab.,Comune di CASALPUSTERLENGO,SUAP Associato,I1G,I1G,"9,66860158","45,23388802"
12130,UBOLDO,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,00306867","45,61071287"
108008,BESANA IN BRIANZA,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,28851108","45,700761"
12011,BESANO,Lombardia,VA, <5.000 ab.,COMUNITA' MONTANA PIAMBELLO,SUAP Associato,I1G,I1G,"8,88994859","45,88923148"
15022,BESATE,Lombardia,MI, <5.000 ab.,Comune di GAGGIANO,SUAP Associato,I1G,I1G,"8,96731763","45,31224654"
12012,BESNATE,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,76940011","45,70035494"
12013,BESOZZO,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,66515456","45,85161622"
12014,BIANDRONNO,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,71232632","45,81939412"
14008,BIANZONE,Lombardia,SO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,10930218","46,18393421"
108009,BIASSONO,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,27623077","45,62856742"
13023,BINAGO,Lombardia,CO, <5.000 ab.,Comune di OLGIATE COMASCO,SUAP Associato,I1G,I1G,"8,92256563","45,78468601"
12141,SANGIANO,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,63179044","45,8762912"
15024,BINASCO,Lombardia,MI, <5.000 ab.,Comune di GAGGIANO,SUAP Associato,I1G,I1G,"9,09965859","45,33219808"
12143,CADREZZATE CON OSMATE,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,6444","45,8002"
17019,BIONE,Lombardia,BS, <5.000 ab.,COMUNITA' MONTANA VALLE SABBIA,SUAP Associato,I1G,I1G,"10,34057147","45,67402934"
12015,BISUSCHIO,Lombardia,VA, <5.000 ab.,Comune di VARESE,SUAP Associato,I1G,I1G,"8,87035829","45,8724144"
13024,BIZZARONE,Lombardia,CO, <5.000 ab.,Comune di OLGIATE COMASCO,SUAP Associato,I1G,I1G,"8,94596475","45,83503924"
16027,BLELLO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,56433704","45,8369178"
13025,BLESSAGNO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,09739094","45,95989389"
13026,BLEVIO,Lombardia,CO, <5.000 ab.,unione dei comuni lombarda lario e monti,SUAP Associato,I1G,I1G,"9,10486477","45,84064094"
98003,BOFFALORA D'ADDA,Lombardia,LO, <5.000 ab.,Comune di LODI,SUAP Associato,I1G,I1G,"9,49469045","45,35863081"
15026,BOFFALORA SOPRA TICINO,Lombardia,MI, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,82849071","45,46435927"
15027,BOLLATE,Lombardia,MI, <5.000 ab.,Comune di RHO,SUAP Associato,I1G,I1G,"9,11765508","45,54384321"
16029,BOLTIERE,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,57823378","45,59977641"
16030,BONATE SOPRA,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,55923638","45,6830883"
16031,BONATE SOTTO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,56130516","45,66636307"
19006,BONEMERSE,Lombardia,CR, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,07836814","45,11404791"
18015,BORGARELLO,Lombardia,PV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,14068907","45,23942871"
98004,BORGHETTO LODIGIANO,Lombardia,LO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,49802352","45,21274117"
20072,BORGO MANTOVANO,Lombardia,MN, <5.000 ab.,CONSORZIO OLTREPO' MANTOVANO,SUAP Associato,I1G,I1G,"11,1323","45,0544"
18016,BORGO PRIOLO,Lombardia,PV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,14841048","44,96650803"
17020,BORGO SAN GIACOMO,Lombardia,BS, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,97101776","45,35011663"
98005,BORGO SAN GIOVANNI,Lombardia,LO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,42534131","45,27563501"
18018,BORGO SAN SIRO,Lombardia,PV, <5.000 ab.,Comune di GARLASCO,SUAP Associato,I1G,I1G,"8,91269284","45,23483612"
20071,BORGO VIRGILIO,Lombardia,MN, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,7915","45,1204"
20073,BORGOCARBONARA,Lombardia,MN, <5.000 ab.,CONSORZIO OLTREPO' MANTOVANO,SUAP Associato,I1G,I1G,"11,2338","45,0375"
18017,BORGORATTO MORMOROLO,Lombardia,PV, <5.000 ab.,Comune di VARZI,SUAP Associato,I1G,I1G,"9,19322114","44,93011284"
17021,BORGOSATOLLO,Lombardia,BS, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,23603582","45,47507645"
14009,BORMIO,Lombardia,SO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,37559509","46,47015993"
18019,BORNASCO,Lombardia,PV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,21835501","45,26637718"
97009,BOSISIO PARINI,Lombardia,LC, <5.000 ab.,Comune di BOSISIO PARINI,SUAP Associato,I1G,I1G,"9,2879219","45,80042412"
18020,BOSNASCO,Lombardia,PV, <5.000 ab.,Comune di STRADELLA,SUAP Associato,I1G,I1G,"9,35689545","45,0639987"
108010,BOVISIO-MASCIAGO,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,14866196","45,61109324"
16035,BRACCA,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,70781335","45,82266222"
18021,BRALLO DI PREGOLA,Lombardia,PV, <5.000 ab.,Comune di VARZI,SUAP Associato,I1G,I1G,"9,28189064","44,7384555"
17026,BRANDICO,Lombardia,BS, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,05092043","45,45427209"
16036,BRANZI,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,75868016","46,00494814"
13028,BREGNANO,Lombardia,CO, <5.000 ab.,Comune di LOMAZZO,SUAP Associato,I1G,I1G,"9,06252406","45,6989627"
16037,BREMBATE,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,55516253","45,60388463"
98006,BREMBIO,Lombardia,LO, <5.000 ab.,Comune di CASALPUSTERLENGO,SUAP Associato,I1G,I1G,"9,56969713","45,2151031"
13029,BRENNA,Lombardia,CO, <5.000 ab.,Comune di ALZATE BRIANZA,SUAP Associato,I1G,I1G,"9,18775301","45,74164179"
12019,BRENTA,Lombardia,VA, <5.000 ab.,Comunità Montana Valli del Verbano,SUAP Associato,I1G,I1G,"8,68415016","45,89520908"
17029,BRESCIA,Lombardia,BS, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,21910323","45,53993052"
18023,BRESSANA BOTTARONE,Lombardia,PV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,1350806","45,07364272"
15032,BRESSO,Lombardia,MI, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,18762977","45,53760014"
12020,BREZZO DI BEDERO,Lombardia,VA, <5.000 ab.,COMUNITA' MONTANA VALLI DEL VERBANO,SUAP Associato,I1G,I1G,"8,71839172","45,97788916"
13030,BRIENNO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,13139045","45,91174236"
12021,BRINZIO,Lombardia,VA, <5.000 ab.,COMUNITA' MONTANA VALLI DEL VERBANO,SUAP Associato,I1G,I1G,"8,78680655","45,88913557"
108011,BRIOSCO,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,23719684","45,70929261"
12022,BRISSAGO-VALTRAVAGLIA,Lombardia,VA, <5.000 ab.,Comune di LUINO,SUAP Associato,I1G,I1G,"8,74641128","45,94962111"
13075,COMO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,08515955","45,8099912"
97010,BRIVIO,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,44832519","45,74211964"
18024,BRONI,Lombardia,PV, <5.000 ab.,Comune di BRONI,SUAP Associato,I1G,I1G,"9,26129813","45,06197007"
108012,BRUGHERIO,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,30006028","45,55103032"
16041,BRUMANO,Lombardia,BG, <5.000 ab.,COMUNITA’ MONTANA VALLE IMAGNA,SUAP Associato,I1G,I1G,"9,50061272","45,85462791"
13032,BRUNATE,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,09641584","45,81977176"
12023,BRUNELLO,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,7958022","45,76615745"
12024,BRUSIMPIANO,Lombardia,VA, <5.000 ab.,COMUNITA' MONTANA PIAMBELLO,SUAP Associato,I1G,I1G,"8,88960338","45,94718903"
15035,BUBBIANO,Lombardia,MI, <5.000 ab.,Comune di GAGGIANO,SUAP Associato,I1G,I1G,"9,01336985","45,32732507"
15036,BUCCINASCO,Lombardia,MI, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,10757505","45,42126896"
14010,BUGLIO IN MONTE,Lombardia,SO, <5.000 ab.,COMUNITA' MONTANA VALTELLINA DI MORBEGNO,SUAP Associato,I1G,I1G,"9,67539142","46,18335411"
97011,BULCIAGO,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,28389095","45,75086323"
13034,BULGAROGRASSO,Lombardia,CO, <5.000 ab.,Comune di FINO MORNASCO,SUAP Associato,I1G,I1G,"9,01101248","45,74813449"
108013,BURAGO DI MOLGORA,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,37906933","45,59592144"
15038,BUSCATE,Lombardia,MI, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,81258989","45,54600142"
108051,BUSNAGO,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,46619248","45,617173"
12026,BUSTO ARSIZIO,Lombardia,VA, <5.000 ab.,Comune di BUSTO ARSIZIO,SUAP Associato,I1G,I1G,"8,85494196","45,61508411"
15041,BUSTO GAROLFO,Lombardia,MI, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,88340873","45,54605784"
13035,CABIATE,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,16670282","45,67319795"
12027,CADEGLIANO-VICONAGO,Lombardia,VA, <5.000 ab.,COMUNITA' MONTANA PIAMBELLO,SUAP Associato,I1G,I1G,"8,84466504","45,95877781"
13036,CADORAGO,Lombardia,CO, <5.000 ab.,Comune di LOMAZZO,SUAP Associato,I1G,I1G,"9,03374726","45,7239038"
13037,CAGLIO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,23631564","45,87057233"
14011,CAIOLO,Lombardia,SO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,81705673","46,15231836"
16043,CALCINATE,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,80155201","45,61977118"
16044,CALCIO,Lombardia,BG, <5.000 ab.,SUAP associato camerale,SUAP Associato,I1G,I1G,"9,85508435","45,50766222"
97012,CALCO,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,41788138","45,72538205"
97013,CALOLZIOCORTE,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,43211005","45,80179176"
17033,CALVAGESE DELLA RIVIERA,Lombardia,BS, <5.000 ab.,COMUNITA' MONTANA VALLE SABBIA,SUAP Associato,I1G,I1G,"10,44602336","45,53921951"
15042,CALVIGNASCO,Lombardia,MI, <5.000 ab.,Comune di GAGGIANO,SUAP Associato,I1G,I1G,"9,02086669","45,33179509"
16048,CAMERATA CORNELLO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,65566453","45,89956035"
108014,CAMPARADA,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,32237835","45,6549953"
13040,CAMPIONE D'ITALIA,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,970754","45,97007944"
14012,CAMPODOLCINO,Lombardia,SO, <5.000 ab.,COMUNITÀ MONTANA DELLA VALCHIAVENNA,SUAP Associato,I1G,I1G,"9,35431096","46,40213345"
18026,CAMPOSPINOSO,Lombardia,PV, <5.000 ab.,UNIONE CAMPOSPINOSO ALBAREDO,SUAP Associato,I1G,I1G,"9,24669485","45,09360451"
15046,CANEGRATE,Lombardia,MI, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,92457328","45,57254954"
18029,CANNETO PAVESE,Lombardia,PV, <5.000 ab.,Comune di STRADELLA,SUAP Associato,I1G,I1G,"9,28098021","45,05115779"
20008,CANNETO SULL'OGLIO,Lombardia,MN, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,37540525","45,15029003"
16049,CANONICA D'ADDA,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,54175897","45,57456366"
12030,CANTELLO,Lombardia,VA, <5.000 ab.,COMUNITA' MONTANA PIAMBELLO,SUAP Associato,I1G,I1G,"8,89696935","45,82105782"
13041,CANTU',Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,12658065","45,73938659"
13042,CANZO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,27350212","45,85003757"
19012,CAPERGNANICA,Lombardia,CR, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,64414845","45,33808233"
13043,CAPIAGO INTIMIANO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,1243087","45,7721228"
16050,CAPIZZONE,Lombardia,BG, <5.000 ab.,COMUNITA? MONTANA VALLE IMAGNA,SUAP Associato,I1G,I1G,"9,56852652","45,78452319"
17036,CAPOVALLE,Lombardia,BS, <5.000 ab.,COMUNITA' MONTANA VALLE SABBIA,SUAP Associato,I1G,I1G,"10,5448427","45,75406745"
19014,CAPPELLA DE' PICENARDI,Lombardia,CR, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,23012535","45,15912616"
16051,CAPRIATE SAN GERVASIO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,52730102","45,60916831"
16052,CAPRINO BERGAMASCO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,48158177","45,74646782"
17038,CAPRIOLO,Lombardia,BS, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,93602291","45,63979785"
108015,CARATE BRIANZA,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,23312209","45,6770523"
13044,CARATE URIO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,12239702","45,87196643"
18030,CARBONARA AL TICINO,Lombardia,PV, <5.000 ab.,Comune di PAVIA,SUAP Associato,I1G,I1G,"9,05904974","45,16531723"
13045,CARBONATE,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,94040214","45,68506128"
12032,CARDANO AL CAMPO,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,77457849","45,6466131"
97014,CARENNO,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,46166828","45,80142537"
13046,CARIMATE,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,11525094","45,70268568"
13047,CARLAZZO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,15649403","46,04919611"
12033,CARNAGO,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,83627171","45,71828365"
108016,CARNATE,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,37833637","45,65106483"
16055,CAROBBIO DEGLI ANGELI,Lombardia,BG, <5.000 ab.,SUAP associato camerale,SUAP Associato,I1G,I1G,"9,82862581","45,67045623"
16056,CARONA,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,78549341","46,02183878"
12035,CARONNO VARESINO,Lombardia,VA, <5.000 ab.,Comune di CASTRONNO,SUAP Associato,I1G,I1G,"8,83098855","45,73879258"
15050,CARPIANO,Lombardia,MI, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,27463974","45,34164161"
13048,CARUGO,Lombardia,CO, <5.000 ab.,Comune di MARIANO COMENSE,SUAP Associato,I1G,I1G,"9,18915441","45,70996915"
16057,CARVICO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,47982813","45,70685592"
19016,CASALBUTTANO ED UNITI,Lombardia,CR, <5.000 ab.,"SUAP dell'Unione di Comuni Lombarda Casalbuttano ed Uniti, Corte de' Cortesi con Cignone",SUAP Associato,I1G,I1G,"9,96168245","45,25201488"
12036,CASALE LITTA,Lombardia,VA, <5.000 ab.,Comune di VARESE,SUAP Associato,I1G,I1G,"8,74033681","45,76739057"
98008,CASALETTO LODIGIANO,Lombardia,LO, <5.000 ab.,Comune di CODOGNO,SUAP Associato,I1G,I1G,"9,36181333","45,29313323"
98009,CASALMAIOCCO,Lombardia,LO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,37166246","45,35304438"
19022,CASALMORANO,Lombardia,CR, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,89784097","45,28708993"
20011,CASALOLDO,Lombardia,MN, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,48213987","45,25257166"
98010,CASALPUSTERLENGO,Lombardia,LO, <5.000 ab.,Comune di CASALPUSTERLENGO,SUAP Associato,I1G,I1G,"9,65107115","45,17779667"
20012,CASALROMANO,Lombardia,MN, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,36510881","45,1972989"
12037,CASALZUIGNO,Lombardia,VA, <5.000 ab.,COMUNITA' MONTANA VALLI DEL VERBANO,SUAP Associato,I1G,I1G,"8,70550787","45,90326961"
97015,CASARGO,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,38827009","46,03836074"
15055,CASARILE,Lombardia,MI, <5.000 ab.,Comune di GAGGIANO,SUAP Associato,I1G,I1G,"9,10320454","45,31759199"
13216,SORICO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,37978706","46,17212137"
97016,CASATENOVO,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,31559457","45,69906559"
12038,CASCIAGO,Lombardia,VA, <5.000 ab.,Comune di VARESE,SUAP Associato,I1G,I1G,"8,78437936","45,83477437"
18033,CASEI GEROLA,Lombardia,PV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,92707305","45,0063079"
98011,CASELLE LANDI,Lombardia,LO, <5.000 ab.,Comune di CODOGNO,SUAP Associato,I1G,I1G,"9,79199005","45,10376862"
98012,CASELLE LURANI,Lombardia,LO, <5.000 ab.,Comune di CODOGNO,SUAP Associato,I1G,I1G,"9,3601395","45,2804327"
13052,CASLINO D'ERBA,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,22712175","45,83756065"
13053,CASNATE CON BERNATE,Lombardia,CO, <5.000 ab.,SUAP ASSOCIATO DI FINO MORNASCO,SUAP Associato,I1G,I1G,"9,0746556","45,75679233"
16060,CASNIGO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,86745342","45,81634563"
18034,CASORATE PRIMO,Lombardia,PV, <5.000 ab.,Comune di GAGGIANO,SUAP Associato,I1G,I1G,"9,01813904","45,3119243"
12039,CASORATE SEMPIONE,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,74031796","45,67171363"
14013,CASPOGGIO,Lombardia,SO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,86176989","46,26472617"
97017,CASSAGO BRIANZA,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,29482669","45,74049083"
12041,CASSANO VALCUVIA,Lombardia,VA, <5.000 ab.,COMUNITA' MONTANA VALLI DEL VERBANO,SUAP Associato,I1G,I1G,"8,76817676","45,932577"
16061,CASSIGLIO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,61212713","45,96685843"
13055,CASSINA RIZZARDI,Lombardia,CO, <5.000 ab.,SUAP ASSOCIATO DI FINO MORNASCO,SUAP Associato,I1G,I1G,"9,03038994","45,75103988"
97018,CASSINA VALSASSINA,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,47938526","45,93197829"
15061,CASSINETTA DI LUGAGNANO,Lombardia,MI, <5.000 ab.,Comune di ABBIATEGRASSO,SUAP Associato,I1G,I1G,"8,9068009","45,42212844"
18036,CASTANA,Lombardia,PV, <5.000 ab.,Comune di STRADELLA,SUAP Associato,I1G,I1G,"9,27189802","45,02702606"
15062,CASTANO PRIMO,Lombardia,MI, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,77635835","45,55121165"
20014,CASTEL D'ARIO,Lombardia,MN, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,9714046","45,18572114"
19024,CASTEL GABBIANO,Lombardia,CR, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,71762345","45,46846383"
16063,CASTEL ROZZONE,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,62373758","45,55543684"
20013,CASTELBELFORTE,Lombardia,MN, <5.000 ab.,Comune di ROVERBELLA,SUAP Associato,I1G,I1G,"10,89219834","45,21408104"
17041,CASTELCOVATI,Lombardia,BS, <5.000 ab.,Comune di CHIARI,SUAP Associato,I1G,I1G,"9,94319171","45,5060743"
19023,CASTELDIDONE,Lombardia,CR, <5.000 ab.,UNIONE DI COMUNI LOMBARDA FOEDUS,SUAP Associato,I1G,I1G,"10,40578209","45,07067841"
98062,CASTELGERUNDO,Lombardia,LO, <5.000 ab.,Comune di CODOGNO,SUAP Associato,I1G,I1G,"9,7429","45,1907"
12042,CASTELLANZA,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,89758795","45,61147087"
18038,CASTELLETTO DI BRANDUZZO,Lombardia,PV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,09766637","45,07018739"
